Category,Location,Purchase Date,Purchase Cost,Model Name,Manufacturer,Serial,Asset Tag,Checkout Type,Checkout Location,Notes,Status
usb-модем,Гостиница Москва,26.11.2018,2819.0,Мегафон,Мегафон,9252168625,it_12346472,location,Гостиница Москва,"новый, купленный сотрудниками.
Выдали вместо украденного.",Доступные
usb-модем,ГРАНД ФУДС,16.05.2017,,Мегафон,Мегафон,9295312497,it_12493053,location,ГРАНД ФУДС,б\у,Доступные
usb-модем,ГТЭС Дмитровский,11.05.2017,,Мегафон,Мегафон,9295312605,it_12346467,location,ГТЭС Дмитровский,бывший инвентраник 13976055,Доступные
usb-модем,ГТЭС Пушкино,12.12.2018,2450.0,Билайн,Билайн,9067367107,it_12346461,location,ГТЭС Пушкино,Кошелеву на объек гтэс пушкино,Доступные
usb-модем,ГУП СППМ 739,02.06.2017,,Мегафон,Мегафон,9295312668,it_12346310,location,ГУП СППМ 739,б\у,Доступные
usb-модем,ГУП СППМ Гончарова д.15,18.03.2019,,Мегафон,Мегафон,9265370519,it_13976937,location,ГУП СППМ Гончарова д.15,новый,Доступные
usb-модем,ГУП СППМ Куликовская,12.05.2017,,Мегафон,Мегафон,9262079758,it_12346252,location,ГУП СППМ Куликовская,новый,Доступные
usb-модем,ГУП СППМ Наро-Фоминск,19.10.2018,5500.0,Мегафон,Мегафон,9252167475,it_12346506,location,ГУП СППМ Наро-Фоминск,"отдали Белоконю в больницу. Подключен тариф М, надо будет отключить",Доступные
usb-модем,ГУП СППМ Научный,25.02.2019,,Мегафон,Мегафон,9265370448,it_12346389,location,ГУП СППМ Научный,,Доступные
usb-модем,ГУП СППМ Новгородская,18.12.2018,2500.0,Мегафон,Мегафон,9252168431,it_12346445,location,ГУП СППМ Новгородская,,Доступные
usb-модем,ГУП СППМ Полбина,20.08.2019,,Мегафон,Мегафон,9295312756,it_12346193,location,ГУП СППМ Полбина,,Доступные
usb-модем,ГУП СППМ Снегири,07.11.2018,2910.0,Мегафон,Мегафон,9252167749,it_12346498,location,ГУП СППМ Снегири,новый,Доступные
usb-модем,ГУП СППМ Чоботовская,16.05.2017,,Мегафон,Мегафон,9295312420,it_12346430,location,ГУП СППМ Чоботовская,б\у 12551260 бывший инвентарник,Доступные
usb-модем,Дача Воротникова,17.05.2017,,Мегафон,Мегафон,9295312562,it_12346207,location,Дача Воротникова,12496518 старый инвентарный,Доступные
usb-модем,Дача Воротникова 2,25.02.2019,,Мегафон,Мегафон,9295312710,it_12346379,location,Дача Воротникова 2,б\у,Доступные
usb-модем,Дача Евстропова,28.02.2019,,Мегафон,Мегафон,9295312709,it_12346360,location,Дача Евстропова,,Доступные
usb-модем,Дача Лебедева,18.05.2017,,Мегафон,Мегафон,9295312513,it_12346199,location,Дача Лебедева,б\у 10773815 старая,Доступные
usb-модем,Дача Новикова,19.05.2017,,Мегафон,Мегафон,9295312566,it_13976080,location,Дача Новикова,б\у,Доступные
usb-модем,Дача Новикова,15.06.2017,,Мегафон,Мегафон,9263756534,it_12346206,location,Дача Новикова,новый,Доступные
usb-модем,Дача Тюрина,17.09.2018,3000.0,Мегафон,Мегафон,9252168726,it_12346658,location,Дача Тюрина,,Доступные
usb-модем,Дворянское озеро,29.08.2017,,Мегафон,Мегафон,9265371208,it_12346284,location,Дворянское озеро,,Доступные
usb-модем,Дом Металлургов,17.05.2017,,Мегафон,Мегафон,9295312593,it_12346249,location,Дом Металлургов,б\у,Доступные
usb-модем,Домострой-1,16.05.2017,,Мегафон,Мегафон,9295312804,it_10773764,location,Домострой-1,б\у,Доступные
usb-модем,ДЦ Муравей,16.05.2017,,Мегафон,Мегафон,9295312738,it_12346336,location,ДЦ Муравей,б\у,Доступные
usb-модем,Е+К Садовая Плаза,17.05.2017,,Мегафон,Мегафон,9265661180,it_12346250,location,Е+К Садовая Плаза,б\у,Доступные
usb-модем,Е+К Садовая Плаза,19.05.2020,,Мегафон,Мегафон,9263771151,it_12346007,location,Е+К Садовая Плаза,12346089 - старый инвент,Доступные
usb-модем,Евростройинвест,18.05.2017,,Мегафон,Мегафон,9295312799,it_13976948,location,Евростройинвест,б\у стерт,Доступные
usb-модем,Жигули,16.05.2017,,Мегафон,Мегафон,9295312602,it_12346326,location,Жигули,б\у,Доступные
usb-модем,ЖК Суббота,06.11.2018,2900.0,Мегафон,Мегафон,9252168187,it_12346502,location,ЖК Суббота,,Доступные
usb-модем,Жуковка 21,25.09.2018,2800.0,Мегафон,Мегафон,9252168717,it_12346650,location,Жуковка 21,,Доступные
usb-модем,Издательский дом АСТ,07.06.2019,,Мегафон,Мегафон,9295312451,it_12346219,location,Издательский дом АСТ,,Доступные
usb-модем,Ильмикс Групп ООО,15.05.2017,,Мегафон,Мегафон,9263770470,it_13976217,location,Ильмикс Групп ООО,б\у,Доступные
usb-модем,Имидж.ру,06.03.2019,,Мегафон,Мегафон,9295312736,it_12346327,location,Имидж.ру,,Доступные
usb-модем,Интерек Дорогомиловская,16.05.2017,,Мегафон,Мегафон,9295312372,it_10773794,location,Интерек Дорогомиловская,б\у,Доступные
usb-модем,Интерек Фрунзенская,16.05.2017,,Мегафон,Мегафон,9295312490,it_12346321,location,Интерек Фрунзенская,б\у,Доступные
usb-модем,Интерком,16.05.2017,,Мегафон,Мегафон,9262061318,it_12346333,location,Интерком,"б\у бывш инвентарка 11711070, согласно инвентаризации",Доступные
usb-модем,Инчкейп 24км Киевского шоссе,27.06.2017,,Мегафон,Мегафон,9295312753,it_12493672,location,Инчкейп 24км Киевского шоссе,б\у,Доступные
usb-модем,Инчкейп 24км Киевского шоссе,27.06.2017,,МТС,МТС,МТС,it_12493072,location,Инчкейп 24км Киевского шоссе,б\у,Доступные
usb-модем,Инчкейп 24км Киевского шоссе,22.08.2018,,Мегафон,Мегафон,9295312334,it_13977126,location,Инчкейп 24км Киевского шоссе,б\у,Доступные
usb-модем,Инчкейп 24км Киевского шоссе,11.10.2018,2650.0,Мегафон,Мегафон,0104520102,it_12346002,location,Инчкейп 24км Киевского шоссе,"б\у
12346533 - старый инвент
Установлен в шкаф Сергея",Доступные
usb-модем,Инчкейп 24км Киевского шоссе,26.12.2018,2500.0,Мегафон,Мегафон,9252168552,it_12346436,location,Инчкейп 24км Киевского шоссе,,Доступные
usb-модем,Истра Кантри Клаб,23.05.2017,,Мегафон,Мегафон,9263770362,it_12493062,location,Истра Кантри Клаб,б\у,Доступные
usb-модем,ИТЭЛМА-БизнесСтрой,18.12.2018,2500.0,Мегафон,Мегафон,9252168719,it_12346179,location,ИТЭЛМА-БизнесСтрой,,Доступные
usb-модем,Капитолий Беляево,26.11.2018,,Мегафон,Мегафон,9263789401,it_12346469,location,Капитолий Беляево,выдали тк была смена симка-карты,Доступные
usb-модем,Капитолий Вернадского,11.09.2018,3000.0,Билайн,Билайн,,it_13976954,location,Капитолий Вернадского,"выдан трембицкому для объекта в смоленской области. с мегафоном проконсультировался, сказали чтоЗаменено на Билайн, так как мегафон плохо ловит.",Доступные
usb-модем,Капитолий Орехово-Зуево,28.09.2017,,Мегафон,Мегафон,9262079622,it_13976015,location,Капитолий Орехово-Зуево,б\у,Доступные
usb-модем,Корабельные сосны,18.05.2017,,Мегафон,Мегафон,9295312569,it_13976945,location,Корабельные сосны,б\у,Доступные
usb-модем,КП Согласие,07.02.2019,2600.0,МТС,МТС,9164445411,it_13976968,location,КП Согласие,"12346407 бывшая инвентарка, выдали на днт согласие, тк там не ловит мегафон",Доступные
usb-модем,Креди Агриколь Банк,17.05.2017,,Мегафон,Мегафон,9262061812,it_12346392,location,Креди Агриколь Банк,б\у поменяли инвентарки после инвентаризации,Доступные
usb-модем,КРУНИТ АО,17.05.2017,,Мегафон,Мегафон,9295312311,it_13976244,location,КРУНИТ АО,б\у,Доступные
usb-модем,Кунцево Плаза,15.05.2017,,Мегафон,Мегафон,9262061787,it_12551263,location,Кунцево Плаза,новый,Доступные
usb-модем,КУШМАН Херсонская,11.10.2018,2650.0,Мегафон,Мегафон,9252166196,it_12346526,location,КУШМАН Херсонская,,Доступные
usb-модем,КУШМАН ЭНД ВЫЙКФИЛД,25.05.2018,2400.0,Мегафон,Мегафон,9265357354,it_12346281,location,КУШМАН ЭНД ВЫЙКФИЛД,13977093 старая,Доступные
usb-модем,Линде Балашиха,02.02.2018,,Мегафон,Мегафон,9265357384,it_12346301,location,Линде Балашиха,б\у 13977037 старая,Доступные
usb-модем,Линде Раменский,22.08.2017,,Мегафон,Мегафон,9262061787,it_12346261,location,Линде Раменский,13977010 старая инвентарка,Доступные
usb-модем,Логистическая компания А,16.05.2017,,Мегафон,Мегафон,9295312751,it_13976263,location,Логистическая компания А,б\у,Доступные
usb-модем,Мегаполис Юг,21.11.2017,,Мегафон,Мегафон,9262061076,it_12346241,location,Мегаполис Юг,,Доступные
usb-модем,Мегаполис-Лтд,17.05.2017,,Мегафон,Мегафон,9262061752,it_12346239,location,Мегаполис-Лтд,б\у,Доступные
usb-модем,Медицинские услуги,25.09.2018,3000.0,Мегафон,Мегафон,9252168554,it_12346648,location,Медицинские услуги,,Доступные
usb-модем,Меценат клуб,28.09.2017,,Мегафон,Мегафон,9263789412,it_12496409,location,Меценат клуб,б\у,Доступные
usb-модем,Мистраль-ТМ,15.05.2017,,Мегафон,Мегафон,9295312443,it_12346243,location,Мистраль-ТМ,б\у,Доступные
usb-модем,МКПК,20.03.2019,,Мегафон,Мегафон,9295312537,it_12346291,location,МКПК,,Доступные
usb-модем,МКС Варшавка физика,16.05.2017,,Мегафон,Мегафон,9295312484,it_13977118,location,МКС Варшавка физика,б\у,Доступные
usb-модем,МКС Зацепа,16.01.2018,,Мегафон,Мегафон,9265358234,it_13977021,location,МКС Зацепа,Б\У,Доступные
usb-модем,МКС Кузнецкий мост физика,17.05.2017,,Мегафон,Мегафон,9295312606,it_12346365,location,МКС Кузнецкий мост физика,б\у,Доступные
usb-модем,МКС Павелецкий,27.06.2017,,Мегафон,Мегафон,9262061294,it_10773647,location,МКС Павелецкий,б\у,Доступные
usb-модем,ММВБ-РТС Воздвиженка,16.05.2017,,Мегафон,Мегафон,9295312663,it_10773767,location,ММВБ-РТС Воздвиженка,б\у,Доступные
usb-модем,Мол булак Наставнический,27.06.2017,,Мегафон,Мегафон,9262060886,it_12346113,location,Мол булак Наставнический,б\у,Доступные
usb-модем,Монолит Капитал Строй Московский,17.12.2018,,Теле2,Теле2,9998861267,it_13976965,location,Монолит Капитал Строй Московский,"Теле2 3гб 200р
8970120623560053487 Icc pin 0000 puk 94082480",Доступные
usb-модем,Монолит Капитал Строй Хилтон,20.12.2018,2500.0,Мегафон,Мегафон,9295312756,it_12346442,location,Монолит Капитал Строй Хилтон,,Доступные
usb-модем,МОССКОММЕРЦБАНК Чистые пруды,10.07.2018,2600.0,Мегафон,Мегафон,9295312629,it_13976905,location,МОССКОММЕРЦБАНК Чистые пруды,новый,Доступные
usb-модем,МСК-Групп кв. Достоинство,03.05.2018,,Мегафон,Мегафон,9265357615,it_12346267,location,МСК-Групп кв. Достоинство,б\у,Доступные
usb-модем,Мультисервисная платежная система,15.05.2017,,Мегафон,Мегафон,9269041695,it_12346350,location,Мультисервисная платежная система,"б\у 10773855 старая, стёрлась",Доступные
usb-модем,Мурад ИП физика,04.09.2018,2650.0,Мегафон,Мегафон,9252168754,it_12346670,location,Мурад ИП физика,новый,Доступные
usb-модем,Никульшина,18.05.2017,,Мегафон,Мегафон,9295312559,it_12346205,location,Никульшина,10773821 старый инвентарный,Доступные
usb-модем,Орлиные холмы,15.11.2017,,Мегафон,Мегафон,9263770472,it_12346318,location,Орлиные холмы,б\у 13976843 старая инвентарка,Доступные
usb-модем,ОСНОВА ММХЦ,29.09.2017,,Мегафон,Мегафон,9263789492,it_13976836,location,ОСНОВА ММХЦ,б\у,Доступные
usb-модем,ОТП Клара Цеткин Физическая охрана,02.02.2018,,Мегафон,Мегафон,9263770629,it_13976941,location,ОТП Клара Цеткин Физическая охрана,б\у,Доступные
usb-модем,ОТП Метрополис Физическая охрана,17.05.2017,,Мегафон,Мегафон,9265357431,it_13977034,location,ОТП Метрополис Физическая охрана,б\у,Доступные
usb-модем,офис НОКИА,05.06.2017,,Мегафон,Мегафон,9265370475,it_13976955,location,офис НОКИА,б\у,Доступные
usb-модем,Париба БНП ЗАО,28.02.2018,2450.0,Мегафон,Мегафон,9265354984,it_12346383,location,Париба БНП ЗАО,новый,Доступные
usb-модем,Перфоманс Продактс физика,17.05.2017,,Мегафон,Мегафон,9265371092,it_12346145,location,Перфоманс Продактс физика,б\у была другая иныентарка,Доступные
usb-модем,Поклонка Плейс Клининг,28.05.2020,,Мегафон,Мегафон,9263770452,it_13976978,location,Поклонка Плейс Клининг,б\у,Доступные
usb-модем,Поклонка Плейс МФК,26.05.2017,,Мегафон,Мегафон,9295312421,it_12346152,location,Поклонка Плейс МФК,б\у,Доступные
usb-модем,Прогресс АО Физика,25.09.2019,,Мегафон,Мегафон,9262079619,it_13976958,location,Прогресс АО Физика,,Доступные
usb-модем,Пума Дмитровский,18.05.2017,,Мегафон,Мегафон,9295312742,it_10773822,location,Пума Дмитровский,б\у сперва поменяй тариф,Доступные
usb-модем,ПУМА Красный Кит,21.02.2019,2500.0,Мегафон,Мегафон,9252168395,it_12346394,location,ПУМА Красный Кит,,Доступные
usb-модем,Пума Орджоникидзе,17.05.2017,,Мегафон,Мегафон,9263770455,it_12346276,location,Пума Орджоникидзе,,Доступные
usb-модем,Пума разовый,18.12.2018,2500.0,Мегафон,Мегафон,9252168401,it_12346446,location,Пума разовый,,Доступные
usb-модем,Пума разовый,25.11.2019,,Мегафон,Мегафон,,it_867854030985944,location,Пума разовый,,Доступные
usb-модем,Пума Стасова 182,25.05.2017,,Мегафон,Мегафон,,it_9898519226,location,Пума Стасова 182,,Доступные
usb-модем,Пума Сущевский,02.06.2017,,Мегафон,Мегафон,9265358019,it_12346290,location,Пума Сущевский,б\у,Доступные
usb-модем,РАПО,14.09.2018,3000.0,Мегафон,Мегафон,9252168426,it_12346297,location,РАПО,новый,Доступные
usb-модем,РАПО Стройка,19.03.2019,,Мегафон,Мегафон,9262079621,it_12346296,location,РАПО Стройка,,Доступные
usb-модем,Реагент  НТЦ,17.05.2017,,Мегафон,Мегафон,9295312752,it_12346330,location,Реагент  НТЦ,б\у,Доступные
usb-модем,Реутов Парк,16.05.2017,,Мегафон,Мегафон,9295312761,it_12346196,location,Реутов Парк,"б\у
10773791 старая инвентарка",Доступные
usb-модем,Реутов Парк,17.05.2017,,Мегафон,Мегафон,9263754958,it_12346194,location,Реутов Парк,б\у 12493064 бывший инвентарный,Доступные
usb-модем,Руза,16.11.2017,,Мегафон,Мегафон,9265358009,it_12346357,location,Руза,б\у 13976845 старая инвентарка,Доступные
usb-модем,Руза,06.12.2017,,Мегафон,Мегафон,9263754377,it_13977005,location,Руза,б\у стоит для камер,Доступные
usb-модем,Сатурн,16.05.2017,,Мегафон,Мегафон,9262061504,it_12346396,location,Сатурн,б\у  9265370483 старый номер старая инвентарка 12493555,Доступные
usb-модем,Свент,17.05.2017,,Мегафон,Мегафон,9295312749,it_12346299,location,Свент,б\у 13977110 старая инвентарка,Доступные
usb-модем,Святая гора,16.05.2017,,Мегафон,Мегафон,9295312283,it_13976969,location,Святая гора,б\у,Доступные
usb-модем,Северный Путь - Аэроклуб,17.05.2017,,Мегафон,Мегафон,9295312600,it_12346203,location,Северный Путь - Аэроклуб,б\у старая инв 12493037,Доступные
usb-модем,Северный путь Ксенон Энерго,17.05.2017,,Мегафон,Мегафон,9295312783,it_12346200,location,Северный путь Ксенон Энерго,б\у,Доступные
usb-модем,Сердце столицы,12.05.2017,,Мегафон,Мегафон,9265371170,it_12346335,location,Сердце столицы,б\у,Доступные
usb-модем,Сердце столицы,06.07.2018,2800.0,Мегафон,Мегафон,9263770445,it_13976903,location,Сердце столицы,новый,Доступные
usb-модем,Сердце столицы,13.12.2019,2500.0,Мегафон,Мегафон,0104491403,it_12346054,location,Сердце столицы,"yota
12346187 - Старый инвент",Доступные
usb-модем,СИБИНТЕК ИК,16.05.2017,,Мегафон,Мегафон,9295312427,it_12346260,location,СИБИНТЕК ИК,б\у,Доступные
usb-модем,Сити Сентер,19.06.2020,,Мегафон,Мегафон,9262060760,it_12346149,location,Сити Сентер,б\у,Доступные
usb-модем,Складской комплекс п. Зеленый,27.06.2017,,Мегафон,Мегафон,9258080251,it_12346408,location,Складской комплекс п. Зеленый,"б\у
07.02.2019 сняли инвентарку вместо неё12346408, была 13976272

9295312434",Доступные
usb-модем,СколТех,16.05.2017,,Мегафон,Мегафон,9265370460,it_12493360,location,СколТех,б\у,Доступные
usb-модем,СколТех Кампус,01.11.2018,2500.0,Мегафон,Мегафон,9265370495,it_12493035,location,СколТех Кампус,бу лаврушин,Доступные
usb-модем,СколТех Кампус,07.11.2018,2910.0,Мегафон,Мегафон,9252167606,it_12346496,location,СколТех Кампус,новый,Доступные
usb-модем,СНГ-1,06.02.2019,,Мегафон,Мегафон,9265358341,it_12346409,location,СНГ-1,Модем с большим количеством трафика. на даче директора,Доступные
usb-модем,СовИнтерАвтоСервис,11.10.2018,2650.0,Мегафон,Мегафон,9252166097,it_12346528,location,СовИнтерАвтоСервис,,Доступные
usb-модем,СовИнтерАвтоСервис,07.11.2018,2900.0,Мегафон,Мегафон,9252167366,it_12346492,location,СовИнтерАвтоСервис,,Доступные
usb-модем,Соколиная гора,16.05.2017,,Мегафон,Мегафон,9265661140,it_12346270,location,Соколиная гора,б\у,Доступные
usb-модем,Сосновый аромат,16.05.2017,,Мегафон,Мегафон,9295312628,it_12346259,location,Сосновый аромат,"б\у
\9857284046",Доступные
usb-модем,СТАРТРЕЙД,27.06.2017,,Мегафон,Мегафон,9262079640,it_13976030,location,СТАРТРЕЙД,б\у,Доступные
usb-модем,Стройинком 2 Брестская,23.05.2017,,Мегафон,Мегафон,9295312512,it_12346323,location,Стройинком 2 Брестская,новый,Доступные
usb-модем,Стройинком 2 Брестская,18.03.2019,,Теле2,Теле2,9998861268,it_13976939,location,Стройинком 2 Брестская,б\у,Доступные
usb-модем,Стройинком 2 Брестская,20.11.2019,,Теле2,Теле2,9998861268,it_13976972,location,Стройинком 2 Брестская,Теле2,Доступные
usb-модем,Стройинком-К Одинцово,04.03.2019,,Мегафон,Мегафон,9262061596,it_12346355,location,Стройинком-К Одинцово,,Доступные
usb-модем,ТВС-механика,19.06.2018,2450.0,Мегафон,Мегафон,9252167181,it_13976894,location,ТВС-механика,новый,Доступные
usb-модем,ТД ЦВУМ,15.05.2017,,Мегафон,Мегафон,9295312274,it_12346346,location,ТД ЦВУМ,б\у 12493025 старая инвентарка,Доступные
usb-модем,ТД ЦВУМ,16.05.2017,,Мегафон,Мегафон,9295312482,it_12346345,location,ТД ЦВУМ,б\у 10773863 старая,Доступные
usb-модем,Тетра Констракшн физика,19.03.2020,,Мегафон,Мегафон,9262060789,it_12346116,location,Тетра Констракшн физика,,Доступные
usb-модем,ТехноНиколь Люберцы 1,03.05.2018,,Мегафон,Мегафон,9265370861,it_13977086,location,ТехноНиколь Люберцы 1,"б\у на время у дёмина для ""ооо джемстоун""",Доступные
usb-модем,ТехноНиколь Путевой проезд,16.05.2017,,Мегафон,Мегафон,9252168208,it_10773782,location,ТехноНиколь Путевой проезд,б\у,Доступные
usb-модем,ТехноНиколь Сосенское,27.06.2017,,Мегафон,Мегафон,9265370472,it_10773659,location,ТехноНиколь Сосенское,б\у,Доступные
usb-модем,Титон физика,17.05.2017,,Мегафон,Мегафон,9262061285,it_12346298,location,Титон физика,б\у,Доступные
usb-модем,ТСЖ 4 солнца,16.05.2017,,Мегафон,Мегафон,9263756238,it_12346189,location,ТСЖ 4 солнца,б\у,Доступные
usb-модем,ТСЖ 4 солнца,16.05.2017,,Мегафон,Мегафон,9265353368,it_12346456,location,ТСЖ 4 солнца,"б\у
13976156 старый инв был другой номер
9263756238",Доступные
usb-модем,ТСЖ 4 солнца,31.01.2018,,Yota,Yota,0104491398,it_12346055,location,ТСЖ 4 солнца,"б\у
13977032 - старый инвентарник",Доступные
usb-модем,ТСЖ 4 солнца,12.03.2018,,Мегафон,Мегафон,9265353368,it_12346458,location,ТСЖ 4 солнца,"б\у
9263756238 был номер. 13977059 старая инвентарка номер не такой инфа 22,05",Доступные
usb-модем,ТСЖ 4 солнца,25.11.2019,,Yota,Yota,,it_13976973,location,ТСЖ 4 солнца,"б\у
id  0104520105",Доступные
usb-модем,ТЦ Акварель,15.05.2017,,Мегафон,Мегафон,9252167445,it_12346514,location,ТЦ Акварель,б\у отклеился инвентарный 12493050,Доступные
usb-модем,ТЦ Парк,02.07.2020,,Yota,Yota,,it_13976987,location,ТЦ Парк,новый,Доступные
usb-модем,Тэк Так,25.02.2019,,Мегафон,Мегафон,9295312703,it_12346374,location,Тэк Так,,Доступные
usb-модем,УК БКС Фонды недвижимости,13.04.2018,,Мегафон,Мегафон,9263770417,it_12346361,location,УК БКС Фонды недвижимости,б\у,Доступные
usb-модем,Фасилитек,22.12.2017,,Мегафон,Мегафон,9263774217,it_13977014,location,Фасилитек,б\у,Доступные
usb-модем,Фитнес Клуб Ходынский бульвар,15.05.2017,,Мегафон,Мегафон,9295312360,it_12346343,location,Фитнес Клуб Ходынский бульвар,б\у старая инвентарка 10773858,Доступные
usb-модем,Флантир Пропертиз Лимитед,18.03.2019,,Мегафон,Мегафон,9295312450,it_12551087,location,Флантир Пропертиз Лимитед,б\у,Доступные
usb-модем,Цеппелин Русланд,17.05.2017,,Мегафон,Мегафон,9262079715,it_12346289,location,Цеппелин Русланд,б\у,Доступные
usb-модем,ЦТП Инвест Технологии,18.05.2017,,Мегафон,Мегафон,9295312621,it_13976952,location,ЦТП Инвест Технологии,б\у стерт,Доступные
usb-модем,Чайка бассейн,15.06.2017,,Билайн,Билайн,9067367039,it_12346319,location,Чайка бассейн,новый,Доступные
usb-модем,Чайка Медцентр,16.05.2017,,Мегафон,Мегафон,9265660945,it_13976074,location,Чайка Медцентр,б\у,Доступные
usb-модем,Чайнасельхозбанк Лесная,17.05.2017,,Мегафон,Мегафон,9295312339,it_12346386,location,Чайнасельхозбанк Лесная,б\у,Доступные
usb-модем,ЧД в Апрелевке,21.06.2017,,Мегафон,Мегафон,9262061442,it_12551085,location,ЧД в Апрелевке,б\у,Доступные
usb-модем,Чехов,20.09.2017,,Мегафон,Мегафон,9295312466,it_13976226,location,Чехов,,Доступные
usb-модем,Щербинка ОТИС Лифт,29.06.2017,,Мегафон,Мегафон,9262061832,it_12346191,location,Щербинка ОТИС Лифт,новый,Доступные
usb-модем,Эксеко Пи Эм Рус,25.10.2018,2600.0,Мегафон,Мегафон,9252167940,it_12346505,location,Эксеко Пи Эм Рус,уедет на метромаш как замена  в 13:06 установлен,Доступные
usb-модем,Ювелирная сеть СХ,11.10.2018,2650.0,Мегафон,Мегафон,9252166245,it_12346523,location,Ювелирная сеть СХ,,Доступные
usb-модем,Южные озера-2,16.05.2017,,Мегафон,Мегафон,9295312658,it_12346233,location,Южные озера-2,б\у,Доступные
Алкотестер,Автокран Аренда ЗАО физика,28.08.2020,,Динго Е-010,Динго,API8G0106,it_12346028,location,Автокран Аренда ЗАО физика,,Доступные
Алкотестер,ГБР 10,22.07.2020,,Динго Е-010,Динго,,it_12346047,location,ГБР 10,Для ГБР 10,Доступные
Алкотестер,ГБР 11,22.07.2020,,Динго Е-010,Динго,,it_12346048,location,ГБР 11,Для ГБР 11,Доступные
Алкотестер,ГБР 12,22.07.2020,,Динго Е-010,Динго,,it_12346049,location,ГБР 12,Для ГБР 12,Доступные
Алкотестер,ГБР 13,05.11.2019,10000.0,Динго Е-010,Динго,APIAV0201,it_12346190,location,ГБР 13,,Доступные
Алкотестер,ГБР 14,22.07.2020,,Динго Е-010,Динго,,it_12346050,location,ГБР 14,Для ГБР 14 (AGM),Доступные
Алкотестер,ГБР 15,22.07.2020,,Динго Е-010,Динго,,it_12346051,location,ГБР 15,Для ГБР 15,Доступные
Алкотестер,ГБР 16,22.07.2020,,Динго Е-010,Динго,,it_12346052,location,ГБР 16,Для ГБР 16,Доступные
Алкотестер,ГБР 2,22.07.2020,,Динго Е-010,Динго,,it_12346057,location,ГБР 2,Для ГБР 2,Доступные
